time;DNI;DHI;gamma;psi
3187;177;18;7.13;109.88
3188;0;1;0;120.99
3189;0;0;0;132.89
3190;0;0;0;145.92
3191;0;0;0;160.16
3192;0;0;0;175.31
3193;0;0;0;-169.34
3194;0;0;0;-154.53
3195;0;0;0;-140.79
3196;0;0;0;-128.25
3197;228;31;1.81;-116.72
3198;544;64;11.01;-105.82
3199;694;87;20.71;-95.02
3200;791;102;30.58;-83.65
3201;843;115;40.21;-70.78
3202;863;127;49.01;-55.03
3203;801;164;55.99;-34.56
3204;789;172;59.66;-8.58
3205;854;137;58.72;19.3
3206;820;135;53.56;43.24
3207;766;129;45.71;61.65
3208;703;105;36.5;76.07
3209;611;82;26.72;88.22
3210;466;51;16.88;99.27
3211;180;19;7.33;110.04
3212;0;1;0;121.14
3213;0;0;0;133.02
3214;0;0;0;146.02
3215;0;0;0;160.22
3216;0;0;0;175.32
3217;0;0;0;-169.38
3218;0;0;0;-154.61
3219;0;0;0;-140.91
3220;0;0;0;-128.39
3221;227;31;2;-116.88
3222;549;63;11.19;-105.99
3223;700;85;20.89;-95.2
3224;789;100;30.76;-83.85
3225;842;111;40.39;-71
3226;872;119;49.21;-55.25
3227;875;131;56.22;-34.74
3228;877;132;59.9;-8.64
3229;867;130;58.97;19.41
3230;838;126;53.78;43.44
3231;786;116;45.91;61.87
3232;546;136;36.69;76.28
3233;263;130;26.9;88.41
3234;250;69;17.06;99.44
3235;162;19;7.52;110.2
3236;0;1;0;121.28
3237;0;0;0;133.15
3238;0;0;0;146.12
3239;0;0;0;160.28
3240;0;0;0;175.33
3241;0;0;0;-169.42
3242;0;0;0;-154.7
3243;0;0;0;-141.02
3244;0;0;0;-128.53
3245;163;28;2.18;-117.03
3246;439;64;11.36;-106.16
3247;602;94;21.06;-95.38
3248;695;113;30.93;-84.05
3249;584;180;40.57;-71.22
3250;269;223;49.4;-55.47
3251;207;197;56.44;-34.92
3252;477;210;60.14;-8.7
3253;603;248;59.2;19.51
3254;607;219;53.99;43.63
3255;606;178;46.11;62.07
3256;618;137;36.87;76.48
3257;581;80;27.08;88.59
3258;401;54;17.24;99.61
3259;160;21;7.7;110.36
3260;0;2;0;121.42
3261;0;0;0;133.27
3262;0;0;0;146.21
3263;0;0;0;160.34
3264;0;0;0;175.34
3265;0;0;0;-169.46
3266;0;0;0;-154.78
3267;0;0;0;-141.13
3268;0;0;0;-128.66
3269;203;34;2.36;-117.19
3270;519;67;11.53;-106.32
3271;688;88;21.23;-95.57
3272;745;111;31.09;-84.25
3273;683;158;40.74;-71.43
3274;538;228;49.59;-55.69
3275;370;316;56.65;-35.11
3276;292;311;60.38;-8.77
3277;394;229;59.43;19.6
3278;406;245;54.2;43.81
3279;301;265;46.3;62.28
3280;323;196;37.05;76.67
3281;421;116;27.26;88.77
3282;416;60;17.41;99.78
3283;178;20;7.89;110.51
3284;0;2;0;121.56
3285;0;0;0;133.38
3286;0;0;0;146.3
3287;0;0;0;160.39
3288;0;0;0;175.35
3289;0;0;0;-169.5
3290;0;0;0;-154.86
3291;0;0;0;-141.25
3292;0;0;0;-128.8
3293;8;41;2.54;-117.34
3294;131;109;11.7;-106.49
3295;281;182;21.38;-95.75
3296;433;215;31.25;-84.44
3297;426;288;40.91;-71.64
3298;198;391;49.77;-55.9
3299;71;401;56.86;-35.29
3300;58;363;60.61;-8.84
3301;86;362;59.66;19.69
3302;123;360;54.41;43.99
3303;79;276;46.48;62.47
3304;23;187;37.22;76.86
3305;29;133;27.43;88.94
3306;35;75;17.59;99.94
3307;22;27;8.07;110.65
3308;0;2;0;121.69
3309;0;0;0;133.49
3310;0;0;0;146.39
3311;0;0;0;160.43
3312;0;0;0;175.35
3313;0;0;0;-169.54
3314;0;0;0;-154.94
3315;0;0;0;-141.36
3316;0;0;0;-128.93
3317;14;33;2.71;-117.49
3318;20;62;11.86;-106.65
3319;36;103;21.54;-95.92
3320;177;160;31.41;-84.64
3321;178;233;41.07;-71.85
3322;167;268;49.95;-56.12
3323;201;303;57.06;-35.48
3324;185;330;60.83;-8.91
3325;173;286;59.88;19.77
3326;139;250;54.61;44.16
3327;184;214;46.67;62.66
3328;176;167;37.39;77.04
3329;166;119;27.6;89.11
3330;202;65;17.76;100.09
3331;115;19;8.24;110.79
3332;0;2;0;121.81
3333;0;0;0;133.6
3334;0;0;0;146.46
3335;0;0;0;160.48
3336;0;0;0;175.35
3337;0;0;0;-169.59
3338;0;0;0;-155.02
3339;0;0;0;-141.47
3340;0;0;0;-129.06
3341;172;40;2.87;-117.63
3342;440;79;12.01;-106.81
3343;577;105;21.68;-96.1
3344;576;158;31.55;-84.83
3345;493;250;41.22;-72.06
3346;388;334;50.12;-56.34
3347;250;362;57.25;-35.67
3348;127;326;61.04;-8.99
3349;138;241;60.1;19.85
3350;101;164;54.81;44.32
3351;34;139;46.85;62.85
3352;52;119;37.56;77.22
3353;31;77;27.76;89.27
3354;27;45;17.93;100.24
3355;18;21;8.42;110.93
3356;0;1;0;121.93
3357;0;0;0;133.7
3358;0;0;0;146.54
3359;0;0;0;160.52
3360;0;0;0;175.35
3361;0;0;0;-169.63
3362;0;0;0;-155.1
3363;0;0;0;-141.58
3364;0;0;0;-129.19
3365;148;38;3.03;-117.78
3366;225;84;12.16;-106.97
3367;195;152;21.83;-96.27
3368;270;222;31.69;-85.02
3369;254;235;41.37;-72.26
3370;178;220;50.28;-56.55
3371;434;204;57.44;-35.86
3372;380;192;61.25;-9.07
3373;161;200;60.31;19.92
3374;156;212;55;44.48
3375;116;220;47.02;63.02
3376;85;149;37.73;77.39
3377;118;92;27.93;89.43
3378;205;77;18.09;100.38
3379;110;24;8.59;111.06
3380;0;2;0;122.04
3381;0;0;0;133.79
3382;0;0;0;146.61
3383;0;0;0;160.55
3384;0;0;0;175.35
3385;0;0;0;-169.68
3386;0;0;0;-155.19
3387;0;0;0;-141.69
3388;0;0;0;-129.32
3389;0;18;3.18;-117.92
3390;0;39;12.3;-107.13
3391;0;50;21.96;-96.44
3392;0;70;31.83;-85.2
3393;2;124;41.51;-72.47
3394;2;143;50.44;-56.77
3395;1;147;57.62;-36.05
3396;1;136;61.46;-9.16
3397;3;147;60.51;19.98
3398;6;209;55.19;44.63
3399;4;158;47.19;63.19
3400;0;69;37.89;77.55
3401;0;55;28.08;89.58
3402;0;41;18.25;100.52
3403;0;13;8.76;111.18
3404;0;1;0;122.15
3405;0;0;0;133.88
3406;0;0;0;146.67
3407;0;0;0;160.59
3408;0;0;0;175.34
3409;0;0;0;-169.73
3410;0;0;0;-155.27
3411;0;0;0;-141.79
3412;0;0;0;-129.45
3413;12;29;3.32;-118.06
3414;27;81;12.43;-107.28
3415;30;148;22.09;-96.61
3416;44;226;31.96;-85.39
3417;90;279;41.65;-72.67
3418;150;319;50.59;-56.98
3419;158;361;57.8;-36.24
3420;146;370;61.66;-9.24
3421;140;357;60.71;20.04
3422;96;333;55.38;44.78
3423;46;260;47.36;63.36
3424;46;158;38.05;77.71
3425;53;103;28.24;89.73
3426;24;62;18.41;100.65
3427;4;19;8.92;111.3
3428;0;2;0.11;122.26
3429;0;0;0;133.97
3430;0;0;0;146.74
3431;0;0;0;160.62
3432;0;0;0;175.33
3433;0;0;0;-169.78
3434;0;0;0;-155.35
3435;0;0;0;-141.9
3436;0;0;0;-129.57
3437;285;37;3.46;-118.2
3438;394;83;12.56;-107.43
3439;355;157;22.22;-96.77
3440;324;229;32.08;-85.57
3441;278;278;41.78;-72.86
3442;312;296;50.74;-57.19
3443;345;330;57.96;-36.43
3444;375;316;61.85;-9.34
3445;414;274;60.91;20.1
3446;201;286;55.56;44.91
3447;114;235;47.53;63.51
3448;171;186;38.21;77.86
3449;201;145;28.4;89.87
3450;196;68;18.57;100.78
3451;77;18;9.08;111.41
3452;0;3;0.28;122.35
3453;0;0;0;134.05
3454;0;0;0;146.79
3455;0;0;0;160.64
3456;0;0;0;175.32
3457;0;0;0;-169.83
3458;0;0;0;-155.43
3459;0;0;0;-142.01
3460;0;0;0;-129.7
3461;293;36;3.6;-118.34
3462;410;75;12.69;-107.58
3463;540;100;22.33;-96.93
3464;623;128;32.2;-85.74
3465;655;155;41.9;-73.06
3466;689;182;50.87;-57.4
3467;596;226;58.13;-36.62
3468;496;285;62.03;-9.43
3469;628;226;61.1;20.15
3470;692;158;55.73;45.04
3471;563;161;47.69;63.66
3472;325;137;38.36;78
3473;208;112;28.55;90
3474;223;60;18.72;100.9
3475;73;19;9.24;111.52
3476;0;3;0.44;122.45
3477;0;0;0;134.13
3478;0;0;0;146.84
3479;0;0;0;160.66
3480;0;0;0;175.31
3481;0;0;0;-169.88
3482;0;0;0;-155.51
3483;0;0;0;-142.11
3484;0;0;0;-129.82
3485;296;38;3.72;-118.47
3486;518;67;12.81;-107.73
3487;649;91;22.45;-97.09
3488;725;111;32.31;-85.92
3489;791;119;42.02;-73.25
3490;842;121;51.01;-57.6
3491;862;125;58.28;-36.81
3492;865;126;62.21;-9.53
3493;855;124;61.28;20.19
3494;826;122;55.9;45.17
3495;786;113;47.85;63.81
3496;729;98;38.51;78.14
3497;629;82;28.69;90.13
3498;475;58;18.87;101.01
3499;192;25;9.4;111.62
3500;0;4;0.6;122.54
3501;0;0;0;134.2
3502;0;0;0;146.89
3503;0;0;0;160.68
3504;0;0;0;175.29
3505;0;0;0;-169.93
3506;0;0;0;-155.59
3507;0;0;0;-142.21
3508;0;0;0;-129.93
3509;374;37;3.84;-118.6
3510;562;67;12.92;-107.87
3511;695;88;22.55;-97.25
3512;778;102;32.42;-86.08
3513;829;113;42.13;-73.44
3514;859;120;51.13;-57.8
3515;874;124;58.43;-36.99
3516;876;125;62.38;-9.64
3517;866;123;61.46;20.22
3518;843;118;56.07;45.28
3519;804;109;48;63.94
3520;741;97;38.66;78.27
3521;641;81;28.84;90.24
3522;481;58;19.01;101.12
3523;192;25;9.55;111.72
3524;0;4;0.76;122.62
3525;0;0;0;134.26
3526;0;0;0;146.94
3527;0;0;0;160.7
3528;0;0;0;175.27
3529;0;0;0;-169.98
3530;0;0;0;-155.67
3531;0;0;0;-142.32
3532;0;0;0;-130.05
3533;334;39;3.96;-118.73
3534;517;70;13.02;-108.01
3535;663;90;22.65;-97.4
3536;745;106;32.52;-86.25
3537;790;122;42.24;-73.62
3538;807;136;51.25;-58
3539;829;136;58.57;-37.18
3540;755;147;62.55;-9.74
3541;652;154;61.63;20.25
3542;631;144;56.23;45.39
3543;517;140;48.15;64.07
3544;414;109;38.8;78.4
3545;446;71;28.98;90.36
3546;325;49;19.16;101.22
3547;87;21;9.69;111.81
3548;0;3;0.91;122.7
3549;0;0;0;134.33
3550;0;0;0;146.98
3551;0;0;0;160.71
3552;0;0;0;175.25
3553;0;0;0;-170.03
3554;0;0;0;-155.75
3555;0;0;0;-142.42
3556;0;0;0;-130.17
3557;343;37;4.07;-118.86
3558;526;69;13.12;-108.14
3559;639;95;22.75;-97.54
3560;707;116;32.61;-86.41
3561;779;122;42.33;-73.8
3562;825;123;51.36;-58.2
3563;839;128;58.7;-37.37
3564;616;192;62.7;-9.85
3565;437;209;61.79;20.27
3566;468;163;56.39;45.49
3567;450;141;48.29;64.19
3568;343;122;38.94;78.51
3569;305;103;29.11;90.47
3570;314;61;19.3;101.32
3571;127;24;9.84;111.89
3572;0;4;1.06;122.77
3573;0;0;0;134.38
3574;0;0;0;147.01
3575;0;0;0;160.72
3576;0;0;0;175.23
3577;0;0;0;-170.09
3578;0;0;0;-155.83
3579;0;0;0;-142.51
3580;0;0;0;-130.28
3581;337;38;4.17;-118.98
3582;515;68;13.22;-108.27
3583;652;90;22.84;-97.69
3584;738;106;32.7;-86.57
3585;789;117;42.43;-73.98
3586;822;124;51.47;-58.39
3587;840;129;58.83;-37.56
3588;831;131;62.86;-9.96
3589;758;141;61.95;20.29
3590;728;136;56.54;45.59
3591;571;133;48.43;64.3
3592;473;120;39.07;78.63
3593;547;82;29.25;90.57
3594;418;58;19.43;101.41
3595;154;26;9.97;111.97
3596;0;4;1.21;122.84
3597;0;0;0;134.43
3598;0;0;0;147.04
3599;0;0;0;160.73
3600;0;0;0;175.21
3601;0;0;0;-170.14
3602;0;0;0;-155.91
3603;0;0;0;-142.61
3604;0;0;0;-130.39
3605;294;41;4.27;-119.1
3606;497;74;13.31;-108.4
3607;657;93;22.92;-97.83
3608;755;105;32.78;-86.73
3609;813;115;42.51;-74.15
3610;808;145;51.56;-58.58
3611;699;223;58.95;-37.74
3612;489;333;63;-10.07
3613;371;372;62.11;20.3
3614;451;297;56.68;45.67
3615;319;263;48.57;64.41
3616;65;229;39.2;78.73
3617;8;113;29.37;90.66
3618;48;58;19.56;101.5
3619;48;36;10.11;112.05
3620;0;5;1.35;122.9
3621;0;0;0;134.48
3622;0;0;0;147.07
3623;0;0;0;160.73
3624;0;0;0;175.18
3625;0;0;0;-170.2
3626;0;0;0;-155.99
3627;0;0;0;-142.7
3628;0;0;0;-130.49
3629;258;45;4.36;-119.21
3630;393;93;13.39;-108.53
3631;517;126;23;-97.97
3632;639;142;32.86;-86.88
3633;696;163;42.59;-74.32
3634;597;244;51.66;-58.76
3635;543;291;59.06;-37.92
3636;630;255;63.14;-10.19
3637;619;239;62.25;20.3
3638;560;228;56.82;45.75
3639;460;215;48.7;64.51
3640;385;189;39.33;78.83
3641;434;128;29.5;90.75
3642;370;74;19.69;101.57
3643;132;34;10.24;112.12
3644;0;5;1.48;122.96
3645;0;0;0;134.52
3646;0;0;0;147.1
3647;0;0;0;160.73
3648;0;0;0;175.15
3649;0;0;0;-170.25
3650;0;0;0;-156.07
3651;0;0;0;-142.8
3652;0;0;0;-130.6
3653;18;41;4.44;-119.33
3654;28;95;13.46;-108.65
3655;61;162;23.07;-98.1
3656;176;178;32.93;-87.02
3657;234;180;42.67;-74.48
3658;295;202;51.74;-58.94
3659;454;218;59.17;-38.1
3660;490;256;63.27;-10.31
3661;454;274;62.39;20.3
3662;308;253;56.96;45.82
3663;131;189;48.83;64.6
3664;222;143;39.45;78.91
3665;208;115;29.62;90.83
3666;80;63;19.81;101.65
3667;50;28;10.37;112.18
3668;0;4;1.61;123.01
3669;0;0;0;134.56
3670;0;0;0;147.12
3671;0;0;0;160.72
3672;0;0;0;175.12
3673;0;0;0;-170.31
3674;0;0;0;-156.14
3675;0;0;0;-142.89
3676;0;0;0;-130.7
3677;18;34;4.52;-119.44
3678;64;94;13.53;-108.77
3679;128;145;23.13;-98.23
3680;92;191;32.99;-87.16
3681;251;202;42.74;-74.64
3682;469;203;51.82;-59.12
3683;367;219;59.27;-38.28
3684;408;216;63.39;-10.43
3685;571;197;62.53;20.29
3686;513;157;57.09;45.88
3687;441;133;48.95;64.68
3688;407;120;39.57;79
3689;291;95;29.74;90.91
3690;148;57;19.93;101.72
3691;44;22;10.49;112.24
3692;0;4;1.74;123.06
3693;0;0;0;134.6
3694;0;0;0;147.13
3695;0;0;0;160.72
3696;0;0;0;175.09
3697;0;0;0;-170.36
3698;0;0;0;-156.22
3699;0;0;0;-142.98
3700;0;0;0;-130.8
3701;22;36;4.59;-119.55
3702;37;90;13.6;-108.89
3703;48;130;23.19;-98.35
3704;105;165;33.05;-87.3
3705;94;215;42.8;-74.79
3706;58;271;51.9;-59.29
3707;47;289;59.36;-38.46
3708;23;280;63.51;-10.55
3709;26;270;62.66;20.27
3710;68;258;57.22;45.94
3711;95;248;49.07;64.76
3712;99;216;39.69;79.07
3713;102;168;29.85;90.98
3714;65;104;20.04;101.78
3715;25;40;10.61;112.29
3716;0;6;1.86;123.1
3717;0;0;0;134.62
3718;0;0;0;147.14
3719;0;0;0;160.71
3720;0;0;0;175.06
3721;0;0;0;-170.42
3722;0;0;0;-156.29
3723;0;0;0;-143.07
3724;0;0;0;-130.9
3725;131;50;4.66;-119.65
3726;185;97;13.66;-109
3727;220;131;23.24;-98.47
3728;213;186;33.1;-87.43
3729;267;225;42.85;-74.94
3730;319;245;51.96;-59.46
3731;328;264;59.45;-38.63
3732;416;238;63.62;-10.67
3733;491;198;62.78;20.25
3734;384;193;57.34;45.98
3735;315;180;49.19;64.82
3736;382;136;39.8;79.14
3737;302;96;29.96;91.04
3738;187;61;20.16;101.83
3739;79;28;10.72;112.34
3740;0;5;1.98;123.14
3741;0;0;0;134.65
3742;0;0;0;147.15
3743;0;0;0;160.7
3744;0;0;0;175.03
3745;0;0;0;-170.48
3746;0;0;0;-156.36
3747;0;0;0;-143.15
3748;0;0;0;-130.99
3749;188;36;4.72;-119.75
3750;293;80;13.71;-109.1
3751;379;135;23.29;-98.58
3752;347;204;33.15;-87.56
3753;385;231;42.9;-75.08
3754;437;247;52.02;-59.62
3755;451;266;59.53;-38.8
3756;500;231;63.72;-10.8
3757;450;191;62.9;20.22
3758;423;163;57.45;46.02
3759;418;143;49.3;64.88
3760;322;132;39.9;79.2
3761;222;109;30.07;91.1
3762;206;72;20.26;101.88
3763;102;32;10.83;112.38
3764;0;6;2.09;123.17
3765;0;0;0;134.67
3766;0;0;0;147.16
3767;0;0;0;160.68
3768;0;0;0;174.99
3769;0;0;0;-170.53
3770;0;0;0;-156.44
3771;0;0;0;-143.23
3772;0;0;0;-131.08
3773;246;47;4.77;-119.85
3774;394;84;13.75;-109.21
3775;469;121;23.33;-98.7
3776;529;151;33.19;-87.68
3777;638;156;42.95;-75.22
3778;700;158;52.08;-59.77
3779;747;160;59.6;-38.96
3780;754;174;63.81;-10.92
3781;751;170;63;20.19
3782;679;168;57.56;46.05
3783;440;193;49.4;64.94
3784;261;185;40;79.26
3785;200;144;30.17;91.15
3786;243;87;20.36;101.93
3787;158;34;10.93;112.42
3788;0;7;2.2;123.2
3789;0;0;0;134.68
3790;0;0;0;147.16
3791;0;0;0;160.66
3792;0;0;0;174.95
3793;0;0;0;-170.59
3794;0;0;0;-156.51
3795;0;0;0;-143.31
3796;0;0;0;-131.17
3797;298;45;4.82;-119.94
3798;471;80;13.79;-109.3
3799;602;106;23.37;-98.8
3800;689;124;33.22;-87.8
3801;744;138;42.99;-75.35
3802;777;148;52.12;-59.92
3803;790;154;59.66;-39.12
3804;760;167;63.9;-11.05
3805;705;176;63.11;20.14
3806;614;180;57.66;46.07
3807;544;156;49.5;64.98
3808;505;120;40.1;79.3
3809;415;101;30.27;91.19
3810;303;72;20.46;101.96
3811;123;35;11.03;112.45
3812;0;6;2.3;123.22
3813;0;0;0;134.7
3814;0;0;0;147.15
3815;0;0;0;160.64
3816;0;0;0;174.91
3817;0;0;0;-170.65
3818;0;0;0;-156.58
3819;0;0;0;-143.39
3820;0;0;0;-131.25
3821;218;47;4.86;-120.03
3822;378;87;13.83;-109.4
3823;480;130;23.4;-98.9
3824;601;146;33.25;-87.91
3825;678;159;43.02;-75.48
3826;694;181;52.16;-60.07
3827;718;185;59.72;-39.28
3828;678;200;63.98;-11.18
3829;572;215;63.2;20.1
3830;521;192;57.76;46.09
3831;517;171;49.6;65.02
3832;455;156;40.19;79.34
3833;299;121;30.36;91.23
3834;160;77;20.55;102
3835;62;31;11.13;112.47
3836;0;4;2.39;123.24
3837;0;0;0;134.7
3838;0;0;0;147.15
3839;0;0;0;160.62
3840;0;0;0;174.87
3841;0;0;0;-170.7
3842;0;0;0;-156.64
3843;0;0;0;-143.47
3844;0;0;0;-131.33
3845;89;39;4.89;-120.11
3846;50;107;13.86;-109.49
3847;88;198;23.43;-99
3848;119;263;33.28;-88.02
3849;129;321;43.05;-75.6
3850;224;315;52.2;-60.21
3851;241;307;59.77;-39.43
3852;235;286;64.06;-11.3
3853;162;247;63.29;20.05
3854;18;225;57.85;46.09
3855;25;210;49.69;65.04
3856;94;218;40.28;79.37
3857;161;170;30.45;91.26
3858;130;95;20.64;102.02
3859;44;34;11.22;112.49
3860;0;4;2.49;123.25
3861;0;0;0;134.7
3862;0;0;0;147.14
3863;0;0;0;160.6
3864;0;0;0;174.83
3865;0;0;0;-170.76
3866;0;0;0;-156.71
3867;0;0;0;-143.54
3868;0;0;0;-131.41
3869;55;36;4.92;-120.19
3870;177;85;13.88;-109.57
3871;270;143;23.44;-99.09
3872;169;179;33.29;-88.12
3873;56;219;43.07;-75.71
3874;28;247;52.23;-60.34
3875;30;256;59.82;-39.57
3876;55;281;64.12;-11.43
3877;41;251;63.37;19.99
3878;4;144;57.94;46.09
3879;0;59;49.77;65.06
3880;0;42;40.37;79.4
3881;0;37;30.53;91.28
3882;0;18;20.73;102.04
3883;0;5;11.3;112.51
3884;0;1;2.57;123.25
3885;0;0;0;134.7
3886;0;0;0;147.12
3887;0;0;0;160.57
3888;0;0;0;174.79
3889;0;0;0;-170.81
3890;0;0;0;-156.78
3891;0;0;0;-143.61
3892;0;0;0;-131.48
3893;0;26;4.95;-120.27
3894;1;51;13.9;-109.65
3895;2;70;23.46;-99.18
3896;5;98;33.31;-88.21
3897;74;164;43.08;-75.82
3898;75;167;52.25;-60.47
3899;24;175;59.85;-39.72
3900;54;231;64.18;-11.56
3901;34;176;63.45;19.92
3902;17;168;58.02;46.08
3903;38;164;49.85;65.07
3904;24;88;40.45;79.42
3905;2;48;30.61;91.3
3906;1;21;20.81;102.06
3907;1;5;11.38;112.52
3908;0;1;2.65;123.26
3909;0;0;0;134.7
3910;0;0;0;147.1
3911;0;0;0;160.54
3912;0;0;0;174.74
3913;0;0;0;-170.87
3914;0;0;0;-156.84
3915;0;0;0;-143.68
3916;0;0;0;-131.56
3917;3;24;4.96;-120.34
3918;3;61;13.91;-109.73
3919;11;95;23.47;-99.26
3920;43;126;33.31;-88.3
3921;47;153;43.09;-75.92
3922;32;178;52.27;-60.58
3923;199;220;59.89;-39.85
3924;347;224;64.23;-11.68
3925;220;203;63.51;19.85
3926;65;182;58.09;46.06
3927;28;162;49.93;65.08
3928;153;151;40.52;79.43
3929;246;120;30.68;91.31
3930;182;80;20.88;102.06
3931;73;36;11.45;112.52
3932;0;7;2.73;123.25
3933;0;0;0;134.69
3934;0;0;0;147.08
3935;0;0;0;160.5
3936;0;0;0;174.7
3937;0;0;0;-170.93
3938;0;0;0;-156.9
3939;0;0;0;-143.75
3940;0;0;0;-131.62
3941;0;11;4.97;-120.41
3942;0;33;13.92;-109.8
3943;0;51;23.47;-99.33
3944;0;59;33.32;-88.38
3945;1;115;43.1;-76.02
3946;2;158;52.28;-60.7
3947;8;141;59.91;-39.98
3948;11;151;64.27;-11.81
3949;4;125;63.58;19.78
3950;1;84;58.16;46.03
3951;35;87;49.99;65.07
3952;40;75;40.59;79.43
3953;5;58;30.75;91.31
3954;0;36;20.95;102.07
3955;0;13;11.52;112.52
3956;0;2;2.8;123.25
3957;0;0;0;134.67
3958;0;0;0;147.06
3959;0;0;0;160.47
3960;0;0;0;174.65
3961;0;0;0;-170.98
3962;0;0;0;-156.96
3963;0;0;0;-143.81
3964;0;0;0;-131.69
3965;1;23;4.98;-120.48
3966;5;47;13.92;-109.87
3967;8;86;23.47;-99.4
3968;30;162;33.31;-88.46
3969;51;221;43.09;-76.1
3970;33;218;52.28;-60.8
3971;69;267;59.93;-40.11
3972;72;311;64.31;-11.93
3973;46;293;63.63;19.7
3974;54;267;58.22;46
3975;85;241;50.06;65.06
3976;179;211;40.65;79.43
3977;259;143;30.82;91.31
3978;271;84;21.01;102.06
3979;125;37;11.59;112.51
3980;0;6;2.86;123.24
3981;0;0;0;134.65
3982;0;0;0;147.03
3983;0;0;0;160.43
3984;0;0;0;174.61
3985;0;0;0;-171.03
3986;0;0;0;-157.02
3987;0;0;0;-143.87
3988;0;0;0;-131.75
3989;269;47;4.98;-120.54
3990;217;114;13.91;-109.93
3991;195;177;23.46;-99.47
3992;353;207;33.3;-88.53
3993;399;248;43.09;-76.19
3994;459;270;52.28;-60.9
3995;621;222;59.94;-40.22
3996;717;188;64.34;-12.05
3997;540;249;63.68;19.61
3998;237;290;58.28;45.96
3999;79;248;50.12;65.04
4000;55;181;40.71;79.42
4001;99;129;30.88;91.3
4002;100;75;21.07;102.05
4003;26;23;11.65;112.5
4004;0;5;2.92;123.22
4005;0;0;0;134.63
4006;0;0;0;147
4007;0;0;0;160.39
4008;0;0;0;174.56
4009;0;0;0;-171.09
4010;0;0;0;-157.08
4011;0;0;0;-143.92
4012;0;0;0;-131.8
4013;26;45;4.97;-120.59
4014;140;101;13.9;-109.99
4015;287;147;23.44;-99.53
4016;376;159;33.29;-88.6
4017;364;172;43.07;-76.26
4018;353;217;52.27;-60.99
4019;418;258;59.94;-40.34
4020;333;290;64.36;-12.17
4021;204;282;63.72;19.52
4022;207;266;58.33;45.91
4023;202;256;50.17;65.02
4024;196;204;40.77;79.4
4025;222;138;30.93;91.29
4026;208;84;21.13;102.04
4027;91;39;11.7;112.48
4028;0;8;2.97;123.2
4029;0;0;0;134.6
4030;0;0;0;146.97
4031;0;0;0;160.35
4032;0;0;0;174.51
4033;0;0;0;-171.14
4034;0;0;0;-157.13
4035;0;0;0;-143.98
4036;0;0;0;-131.85
4037;297;46;4.96;-120.64
4038;466;81;13.88;-110.04
4039;593;107;23.42;-99.58
4040;680;126;33.27;-88.65
4041;736;140;43.05;-76.33
4042;765;153;52.26;-61.07
4043;781;159;59.94;-40.44
4044;788;159;64.37;-12.29
4045;759;165;63.75;19.43
4046;719;163;58.37;45.85
4047;682;150;50.22;64.98
4048;544;144;40.82;79.37
4049;397;129;30.98;91.27
4050;307;92;21.18;102.02
4051;195;43;11.75;112.46
4052;0;9;3.02;123.17
4053;0;0;0;134.57
4054;0;0;0;146.93
4055;0;0;0;160.31
4056;0;0;0;174.46
4057;0;0;0;-171.19
4058;0;0;0;-157.18
4059;0;0;0;-144.03
4060;0;0;0;-131.9
4061;138;59;4.94;-120.69
4062;326;98;13.86;-110.08
4063;519;120;23.4;-99.63
4064;571;156;33.24;-88.71
4065;506;205;43.03;-76.39
4066;283;276;52.24;-61.15
4067;137;356;59.93;-40.54
4068;163;383;64.38;-12.41
4069;118;345;63.77;19.33
4070;136;307;58.41;45.78
4071;229;269;50.26;64.94
4072;310;200;40.86;79.34
4073;405;132;31.03;91.24
4074;377;77;21.22;101.99
4075;233;36;11.79;112.43
4076;0;8;3.06;123.14
4077;0;0;0;134.54
4078;0;0;0;146.89
4079;0;0;0;160.26
4080;0;0;0;174.41
4081;0;0;0;-171.24
4082;0;0;0;-157.23
4083;0;0;0;-144.08
4084;0;0;0;-131.95
4085;276;46;4.91;-120.73
4086;449;82;13.83;-110.13
4087;586;109;23.37;-99.67
4088;665;133;33.21;-88.75
4089;722;149;43;-76.44
4090;717;182;52.21;-61.22
4091;723;197;59.91;-40.63
4092;757;181;64.38;-12.52
4093;719;192;63.79;19.23
4094;712;177;58.44;45.71
4095;711;141;50.3;64.89
4096;650;124;40.9;79.3
4097;544;105;31.06;91.21
4098;376;75;21.26;101.96
4099;201;36;11.83;112.4
4100;0;8;3.09;123.11
4101;0;0;0;134.5
4102;0;0;0;146.85
4103;0;0;0;160.22
4104;0;0;0;174.36
4105;0;0;0;-171.29
4106;0;0;0;-157.28
4107;0;0;0;-144.12
4108;0;0;0;-131.99
4109;295;46;4.88;-120.77
4110;470;82;13.8;-110.16
4111;606;108;23.34;-99.71
4112;702;126;33.18;-88.79
4113;764;139;42.97;-76.49
4114;762;169;52.18;-61.28
4115;733;197;59.89;-40.72
4116;756;190;64.37;-12.63
4117;791;167;63.8;19.12
4118;786;151;58.46;45.63
4119;751;138;50.33;64.83
4120;691;122;40.93;79.26
4121;596;102;31.1;91.17
4122;445;75;21.29;101.92
4123;252;38;11.86;112.36
4124;0;8;3.12;123.07
4125;0;0;0;134.46
4126;0;0;0;146.8
4127;0;0;0;160.17
4128;0;0;0;174.31
4129;0;0;0;-171.34
4130;0;0;0;-157.32
4131;0;0;0;-144.16
4132;0;0;0;-132.03
4133;78;48;4.85;-120.8
