time;DNI;DHI;gamma;psi
2233;0;0;0;-169.38
2234;0;0;0;-151.77
2235;0;0;0;-135.95
2236;0;0;0;-122.04
2237;0;0;0;-109.62
2238;229;26;0;-98.1
2239;562;60;9.48;-86.82
2240;724;83;19.23;-75.11
2241;746;110;28.43;-62.21
2242;557;180;36.5;-47.27
2243;380;254;42.65;-29.55
2244;352;257;45.93;-9.12
2245;276;234;45.65;12.37
2246;283;209;41.87;32.45
2247;297;185;35.37;49.71
2248;176;151;27.08;64.29
2249;168;86;17.77;76.96
2250;107;28;7.97;88.55
2251;0;2;0;99.82
2252;0;0;0;111.44
2253;0;0;0;124.05
2254;0;0;0;138.24
2255;0;0;0;154.36
2256;0;0;0;172.18
2257;0;0;0;-169.35
2258;0;0;0;-151.83
2259;0;0;0;-136.07
2260;0;0;0;-122.2
2261;0;0;0;-109.8
2262;239;27;0;-98.29
2263;574;60;9.82;-87.02
2264;723;82;19.57;-75.31
2265;805;96;28.78;-62.4
2266;849;105;36.87;-47.42
2267;858;116;43.04;-29.62
2268;667;188;46.32;-9.07
2269;456;247;46.02;12.56
2270;281;252;42.2;32.73
2271;74;206;35.66;50.04
2272;21;122;27.34;64.62
2273;35;65;18.01;77.28
2274;22;18;8.21;88.87
2275;0;1;0;100.13
2276;0;0;0;111.74
2277;0;0;0;124.34
2278;0;0;0;138.5
2279;0;0;0;154.58
2280;0;0;0;172.31
2281;0;0;0;-169.31
2282;0;0;0;-151.88
2283;0;0;0;-136.19
2284;0;0;0;-122.36
2285;0;0;0;-109.99
2286;87;24;0.3;-98.48
2287;115;70;10.16;-87.22
2288;40;142;19.92;-75.51
2289;44;193;29.14;-62.59
2290;70;227;37.24;-47.57
2291;75;302;43.42;-29.7
2292;94;343;46.71;-9.02
2293;172;309;46.39;12.74
2294;142;248;42.53;33.01
2295;43;176;35.95;50.36
2296;25;104;27.6;64.95
2297;11;51;18.25;77.6
2298;1;16;8.45;89.18
2299;0;1;0;100.44
2300;0;0;0;112.05
2301;0;0;0;124.63
2302;0;0;0;138.77
2303;0;0;0;154.79
2304;0;0;0;172.45
2305;0;0;0;-169.28
2306;0;0;0;-151.94
2307;0;0;0;-136.31
2308;0;0;0;-122.52
2309;0;0;0;-110.17
2310;174;30;0.64;-98.68
2311;474;69;10.5;-87.42
2312;666;88;20.26;-75.71
2313;772;98;29.49;-62.78
2314;822;113;37.61;-47.72
2315;678;182;43.81;-29.77
2316;577;223;47.1;-8.97
2317;538;218;46.76;12.93
2318;388;233;42.86;33.29
2319;195;216;36.24;50.68
2320;67;150;27.87;65.27
2321;56;68;18.5;77.92
2322;19;20;8.69;89.49
2323;0;2;0;100.75
2324;0;0;0;112.35
2325;0;0;0;124.92
2326;0;0;0;139.03
2327;0;0;0;155
2328;0;0;0;172.58
2329;0;0;0;-169.25
2330;0;0;0;-152
2331;0;0;0;-136.43
2332;0;0;0;-122.68
2333;0;0;0;-110.35
2334;141;24;0.98;-98.87
2335;292;65;10.83;-87.62
2336;229;128;20.6;-75.91
2337;321;186;29.84;-62.97
2338;261;214;37.98;-47.88
2339;40;246;44.19;-29.85
2340;81;263;47.49;-8.92
2341;70;238;47.12;13.13
2342;16;201;43.19;33.58
2343;8;147;36.53;51
2344;4;84;28.12;65.6
2345;6;48;18.74;78.24
2346;5;20;8.92;89.81
2347;0;1;0;101.05
2348;0;0;0;112.64
2349;0;0;0;125.21
2350;0;0;0;139.29
2351;0;0;0;155.21
2352;0;0;0;172.71
2353;0;0;0;-169.22
2354;0;0;0;-152.05
2355;0;0;0;-136.55
2356;0;0;0;-122.84
2357;0;0;0;-110.53
2358;30;26;1.31;-99.07
2359;83;78;11.16;-87.82
2360;76;139;20.94;-76.11
2361;87;196;30.19;-63.16
2362;259;218;38.35;-48.04
2363;285;260;44.58;-29.93
2364;125;324;47.87;-8.87
2365;81;320;47.49;13.32
2366;79;283;43.52;33.86
2367;80;214;36.82;51.32
2368;45;123;28.38;65.93
2369;2;54;18.98;78.56
2370;2;14;9.16;90.12
2371;0;1;0;101.35
2372;0;0;0;112.94
2373;0;0;0;125.49
2374;0;0;0;139.55
2375;0;0;0;155.42
2376;0;0;0;172.83
2377;0;0;0;-169.19
2378;0;0;0;-152.11
2379;0;0;0;-136.67
2380;0;0;0;-122.99
2381;0;0;0;-110.71
2382;145;33;1.64;-99.26
2383;360;73;11.49;-88.02
2384;474;121;21.27;-76.32
2385;602;139;30.54;-63.35
2386;468;196;38.71;-48.2
2387;192;296;44.96;-30.01
2388;152;315;48.26;-8.82
2389;134;320;47.85;13.51
2390;160;299;43.84;34.15
2391;178;228;37.1;51.65
2392;95;162;28.64;66.25
2393;65;90;19.22;78.88
2394;36;27;9.39;90.42
2395;0;3;0;101.65
2396;0;0;0;113.23
2397;0;0;0;125.77
2398;0;0;0;139.8
2399;0;0;0;155.62
2400;0;0;0;172.96
2401;0;0;0;-169.16
2402;0;0;0;-152.17
2403;0;0;0;-136.79
2404;0;0;0;-123.15
2405;0;0;0;-110.89
2406;32;44;1.97;-99.45
2407;62;108;11.82;-88.22
2408;121;180;21.6;-76.52
2409;153;260;30.88;-63.54
2410;124;320;39.07;-48.36
2411;92;337;45.33;-30.09
2412;115;331;48.64;-8.77
2413;252;278;48.21;13.7
2414;248;223;44.16;34.44
2415;89;155;37.39;51.97
2416;8;70;28.89;66.58
2417;18;37;19.46;79.2
2418;17;15;9.63;90.73
2419;0;2;0;101.95
2420;0;0;0;113.52
2421;0;0;0;126.04
2422;0;0;0;140.05
2423;0;0;0;155.82
2424;0;0;0;173.08
2425;0;0;0;-169.13
2426;0;0;0;-152.23
2427;0;0;0;-136.91
2428;0;0;0;-123.31
2429;0;0;0;-111.07
2430;10;32;2.3;-99.65
2431;49;91;12.15;-88.43
2432;58;152;21.93;-76.72
2433;40;202;31.23;-63.74
2434;34;233;39.43;-48.52
2435;48;255;45.71;-30.18
2436;113;257;49.02;-8.72
2437;116;248;48.57;13.89
2438;171;231;44.48;34.72
2439;301;175;37.67;52.29
2440;362;124;29.15;66.9
2441;308;76;19.7;79.51
2442;113;28;9.86;91.04
2443;0;4;0.06;102.25
2444;0;0;0;113.81
2445;0;0;0;126.31
2446;0;0;0;140.29
2447;0;0;0;156.01
2448;0;0;0;173.2
2449;0;0;0;-169.11
2450;0;0;0;-152.29
2451;0;0;0;-137.03
2452;0;0;0;-123.46
2453;0;0;0;-111.25
2454;41;38;2.63;-99.84
2455;31;92;12.47;-88.63
2456;43;146;22.26;-76.93
2457;98;204;31.56;-63.94
2458;204;274;39.79;-48.69
2459;390;290;46.08;-30.27
2460;412;251;49.39;-8.68
2461;258;258;48.92;14.08
2462;116;239;44.8;35.01
2463;36;163;37.95;52.61
2464;15;97;29.4;67.23
2465;3;49;19.93;79.82
2466;1;21;10.09;91.34
2467;0;2;0.3;102.54
2468;0;0;0;114.09
2469;0;0;0;126.58
2470;0;0;0;140.54
2471;0;0;0;156.2
2472;0;0;0;173.31
2473;0;0;0;-169.09
2474;0;0;0;-152.34
2475;0;0;0;-137.15
2476;0;0;0;-123.62
2477;0;0;0;-111.43
2478;0;11;2.95;-100.03
2479;0;27;12.79;-88.83
2480;0;50;22.58;-77.13
2481;1;94;31.9;-64.13
2482;10;147;40.14;-48.85
2483;10;152;46.45;-30.36
2484;3;121;49.77;-8.63
2485;5;110;49.28;14.28
2486;2;96;45.12;35.3
2487;0;74;38.23;52.93
2488;1;54;29.65;67.55
2489;8;34;20.17;80.14
2490;7;16;10.33;91.64
2491;0;2;0.53;102.83
2492;0;0;0;114.37
2493;0;0;0;126.85
2494;0;0;0;140.77
2495;0;0;0;156.39
2496;0;0;0;173.42
2497;0;0;0;-169.07
2498;0;0;0;-152.4
2499;0;0;0;-137.27
2500;0;0;0;-123.78
2501;0;0;0;-111.61
2502;160;56;3.27;-100.23
2503;66;135;13.11;-89.03
2504;114;217;22.91;-77.34
2505;201;290;32.23;-64.33
2506;208;338;40.49;-49.02
2507;194;360;46.82;-30.45
2508;171;372;50.14;-8.59
2509;107;367;49.63;14.47
2510;80;330;45.43;35.58
2511;99;268;38.5;53.25
2512;107;199;29.9;67.87
2513;86;122;20.4;80.45
2514;31;44;10.56;91.94
2515;0;5;0.77;103.12
2516;0;0;0;114.65
2517;0;0;0;127.11
2518;0;0;0;141.01
2519;0;0;0;156.58
2520;0;0;0;173.53
2521;0;0;0;-169.05
2522;0;0;0;-152.46
2523;0;0;0;-137.38
2524;0;0;0;-123.93
2525;0;0;0;-111.78
2526;445;37;3.58;-100.42
2527;640;66;13.42;-89.23
2528;772;84;23.22;-77.55
2529;849;95;32.56;-64.54
2530;894;102;40.84;-49.19
2531;917;107;47.19;-30.54
2532;923;108;50.51;-8.55
2533;913;106;49.98;14.66
2534;887;101;45.74;35.87
2535;838;92;38.78;53.57
2536;755;79;30.15;68.19
2537;609;59;20.64;80.75
2538;258;28;10.79;92.23
2539;0;5;1.01;103.4
2540;0;0;0;114.92
2541;0;0;0;127.37
2542;0;0;0;141.24
2543;0;0;0;156.76
2544;0;0;0;173.64
2545;0;0;0;-169.03
2546;0;0;0;-152.52
2547;0;0;0;-137.5
2548;0;0;0;-124.09
2549;0;0;0;-111.96
2550;446;40;3.9;-100.61
2551;653;69;13.73;-89.44
2552;786;86;23.54;-77.75
2553;857;97;32.89;-64.74
2554;898;103;41.18;-49.37
2555;917;107;47.55;-30.64
2556;920;108;50.88;-8.51
2557;909;106;50.33;14.85
2558;864;110;46.05;36.16
2559;754;120;39.05;53.89
2560;538;131;30.39;68.5
2561;308;108;20.87;81.06
2562;111;47;11.01;92.53
2563;0;7;1.24;103.69
2564;0;0;0;115.19
2565;0;0;0;127.62
2566;0;0;0;141.46
2567;0;0;0;156.93
2568;0;0;0;173.74
2569;0;0;0;-169.02
2570;0;0;0;-152.59
2571;0;0;0;-137.62
2572;0;0;0;-124.24
2573;0;0;0;-112.14
2574;1;18;4.21;-100.8
2575;1;41;14.04;-89.64
2576;2;97;23.85;-77.96
2577;7;155;33.21;-64.94
2578;9;171;41.52;-49.54
2579;42;230;47.91;-30.74
2580;65;295;51.24;-8.47
2581;65;304;50.67;15.04
2582;168;275;46.36;36.44
2583;268;201;39.32;54.2
2584;234;131;30.64;68.82
2585;169;90;21.1;81.36
2586;72;43;11.24;92.82
2587;0;7;1.48;103.97
2588;0;0;0;115.46
2589;0;0;0;127.88
2590;0;0;0;141.69
2591;0;0;0;157.1
2592;0;0;0;173.84
2593;0;0;0;-169
2594;0;0;0;-152.65
2595;0;0;0;-137.74
2596;0;0;0;-124.4
2597;0;0;0;-112.32
2598;219;52;4.52;-101
2599;313;105;14.34;-89.84
2600;555;132;24.16;-78.17
2601;590;170;33.53;-65.15
2602;544;207;41.86;-49.72
2603;491;222;48.26;-30.84
2604;366;297;51.6;-8.44
2605;240;332;51.01;15.23
2606;168;305;46.66;36.73
2607;154;264;39.59;54.52
2608;98;189;30.88;69.13
2609;34;108;21.33;81.66
2610;9;36;11.47;93.11
2611;0;6;1.71;104.24
2612;0;0;0;115.72
2613;0;0;0;128.12
2614;0;0;0;141.9
2615;0;0;0;157.27
2616;0;0;0;173.94
2617;0;0;0;-168.99
2618;0;0;0;-152.71
2619;0;0;0;-137.85
2620;0;0;0;-124.55
2621;0;0;0;-112.49
2622;309;55;4.82;-101.19
2623;398;115;14.64;-90.05
2624;485;158;24.46;-78.38
2625;618;174;33.84;-65.35
2626;729;165;42.19;-49.9
2627;805;149;48.61;-30.95
2628;774;157;51.96;-8.4
2629;739;166;51.35;15.42
2630;737;156;46.97;37.01
2631;718;126;39.86;54.83
2632;647;99;31.12;69.44
2633;464;79;21.56;81.96
2634;173;41;11.7;93.39
2635;0;8;1.95;104.52
2636;0;0;0;115.99
2637;0;0;0;128.37
2638;0;0;0;142.12
2639;0;0;0;157.44
2640;0;0;0;174.03
2641;0;0;0;-168.98
2642;0;0;0;-152.77
2643;0;0;0;-137.97
2644;0;0;0;-124.7
2645;0;0;0;-112.67
2646;224;70;5.12;-101.38
2647;311;133;14.94;-90.25
2648;441;182;24.76;-78.59
2649;567;202;34.16;-65.56
2650;663;208;42.52;-50.08
2651;674;226;48.96;-31.06
2652;665;235;52.32;-8.37
2653;634;234;51.69;15.6
2654;509;244;47.27;37.29
2655;328;245;40.12;55.14
2656;183;201;31.36;69.75
2657;156;125;21.78;82.25
2658;98;50;11.92;93.67
2659;0;9;2.18;104.79
2660;0;0;0;116.24
2661;0;0;0;128.61
2662;0;0;0;142.33
2663;0;0;0;157.6
2664;0;0;0;174.12
2665;0;0;0;-168.97
2666;0;0;0;-152.84
2667;0;0;0;-138.09
2668;0;0;0;-124.86
2669;0;0;0;-112.85
2670;471;43;5.42;-101.57
2671;653;71;15.23;-90.45
2672;766;87;25.06;-78.8
2673;828;98;34.46;-65.77
2674;862;106;42.85;-50.27
2675;878;111;49.31;-31.17
2676;880;112;52.67;-8.34
2677;867;110;52.02;15.79
2678;838;105;47.56;37.57
2679;787;96;40.38;55.45
2680;699;85;31.6;70.05
2681;557;65;22.01;82.55
2682;236;32;12.14;93.95
2683;0;6;2.41;105.05
2684;0;0;0;116.5
2685;0;0;0;128.84
2686;0;0;0;142.53
2687;0;0;0;157.75
2688;0;0;0;174.21
2689;0;0;0;-168.97
2690;0;0;0;-152.9
2691;0;0;0;-138.21
2692;0;0;0;-125.01
2693;0;0;0;-113.02
2694;114;70;5.71;-101.76
2695;76;133;15.52;-90.65
2696;73;208;25.35;-79.01
2697;199;276;34.77;-65.98
2698;372;279;43.17;-50.46
2699;565;239;49.65;-31.28
2700;764;168;53.02;-8.32
2701;851;114;52.35;15.97
2702;668;163;47.86;37.85
2703;368;202;40.64;55.76
2704;429;136;31.84;70.36
2705;455;79;22.23;82.84
2706;158;45;12.37;94.23
2707;0;8;2.64;105.31
2708;0;0;0;116.75
2709;0;0;0;129.07
2710;0;0;0;142.73
2711;0;0;0;157.91
2712;0;0;0;174.29
2713;0;0;0;-168.96
2714;0;0;0;-152.97
2715;0;0;0;-138.33
2716;0;0;0;-125.16
2717;0;0;0;-113.2
2718;28;63;6;-101.96
2719;138;134;15.81;-90.86
2720;426;142;25.64;-79.22
2721;600;134;35.07;-66.19
2722;499;165;43.48;-50.64
2723;514;165;49.99;-31.4
2724;572;156;53.36;-8.29
2725;560;162;52.68;16.15
2726;568;151;48.15;38.13
2727;619;120;40.9;56.07
2728;647;92;32.07;70.66
2729;464;71;22.46;83.12
2730;202;38;12.59;94.5
2731;0;9;2.87;105.57
2732;0;0;0;116.99
2733;0;0;0;129.3
2734;0;0;0;142.93
2735;0;0;0;158.06
2736;0;0;0;174.37
2737;0;0;0;-168.96
2738;0;0;0;-153.04
2739;0;0;0;-138.44
2740;0;0;0;-125.31
2741;0;0;0;-113.37
2742;206;62;6.28;-102.15
2743;315;99;16.09;-91.06
2744;312;158;25.92;-79.44
2745;222;219;35.36;-66.41
2746;305;271;43.8;-50.84
2747;487;277;50.32;-31.52
2748;572;237;53.7;-8.27
2749;521;234;53;16.33
2750;424;242;48.44;38.4
2751;276;235;41.15;56.37
2752;156;183;32.3;70.95
2753;205;100;22.68;83.41
2754;266;36;12.81;94.77
2755;0;8;3.1;105.83
2756;0;0;0;117.23
2757;0;0;0;129.52
2758;0;0;0;143.12
2759;0;0;0;158.2
2760;0;0;0;174.45
2761;0;0;0;-168.96
2762;0;0;0;-153.1
2763;0;0;0;-138.56
2764;0;0;0;-125.47
2765;62;24;0;-113.55
2766;234;71;6.56;-102.34
2767;421;106;16.36;-91.26
2768;489;141;26.2;-79.65
2769;398;213;35.65;-66.62
2770;246;286;44.11;-51.03
2771;153;325;50.65;-31.64
2772;98;310;54.04;-8.25
2773;105;275;53.33;16.51
2774;100;268;48.72;38.68
2775;33;223;41.41;56.67
2776;27;144;32.53;71.25
2777;25;77;22.9;83.69
2778;37;28;13.03;95.03
2779;0;6;3.32;106.08
2780;0;0;0;117.47
2781;0;0;0;129.74
2782;0;0;0;143.31
2783;0;0;0;158.34
2784;0;0;0;174.52
2785;0;0;0;-168.97
2786;0;0;0;-153.17
2787;0;0;0;-138.68
2788;0;0;0;-125.62
2789;107;17;0;-113.72
2790;386;50;6.84;-102.53
2791;631;78;16.64;-91.47
2792;752;95;26.48;-79.86
2793;826;106;35.94;-66.83
2794;864;113;44.41;-51.22
2795;881;118;50.98;-31.77
2796;881;121;54.38;-8.24
2797;874;118;53.64;16.69
2798;845;112;49.01;38.95
2799;799;102;41.66;56.96
2800;729;88;32.76;71.54
2801;596;69;23.11;83.96
2802;405;38;13.25;95.29
2803;0;9;3.55;106.33
2804;0;0;0;117.7
2805;0;0;0;129.96
2806;0;0;0;143.5
2807;0;0;0;158.48
2808;0;0;0;174.59
2809;0;0;0;-168.97
2810;0;0;0;-153.24
2811;0;0;0;-138.8
2812;0;0;0;-125.77
2813;160;20;0;-113.89
2814;400;62;7.11;-102.72
2815;555;99;16.9;-91.67
2816;647;133;26.75;-80.07
2817;723;147;36.22;-67.05
2818;792;149;44.71;-51.42
2819;819;150;51.3;-31.9
2820;804;159;54.71;-8.23
2821;690;196;53.96;16.86
2822;472;231;49.29;39.22
2823;213;227;41.91;57.26
2824;133;172;32.99;71.83
2825;136;104;23.33;84.23
2826;60;44;13.46;95.55
2827;0;8;3.77;106.57
2828;0;0;0;117.93
2829;0;0;0;130.17
2830;0;0;0;143.68
2831;0;0;0;158.61
2832;0;0;0;174.66
2833;0;0;0;-168.98
2834;0;0;0;-153.31
2835;0;0;0;-138.92
2836;0;0;0;-125.92
2837;79;22;0;-114.07
2838;104;78;7.38;-102.91
2839;98;141;17.17;-91.87
2840;288;188;27.02;-80.29
2841;438;225;36.49;-67.27
2842;605;195;45;-51.62
2843;506;179;51.61;-32.03
2844;289;211;55.04;-8.22
2845;338;201;54.27;17.03
2846;328;208;49.57;39.48
2847;250;206;42.15;57.55
2848;169;150;33.21;72.11
2849;110;103;23.55;84.5
2850;60;56;13.68;95.8
2851;0;10;4;106.81
2852;0;0;0;118.16
2853;0;0;0;130.37
2854;0;0;0;143.85
2855;0;0;0;158.74
2856;0;0;0;174.72
2857;0;0;0;-168.99
2858;0;0;0;-153.38
2859;0;0;0;-139.03
2860;0;0;0;-126.07
2861;114;20;0;-114.24
2862;240;55;7.64;-103.09
2863;276;103;17.43;-92.07
2864;360;156;27.28;-80.5
2865;465;209;36.77;-67.48
2866;584;211;45.3;-51.82
2867;671;190;51.92;-32.16
2868;728;181;55.36;-8.21
2869;717;179;54.58;17.2
2870;654;172;49.84;39.75
2871;676;128;42.39;57.84
2872;663;97;33.43;72.39
2873;498;77;23.76;84.77
2874;319;43;13.89;96.05
2875;0;11;4.22;107.05
2876;0;0;0;118.38
2877;0;0;0;130.57
2878;0;0;0;144.02
2879;0;0;0;158.86
2880;0;0;0;174.84
2881;0;0;0;-169.01
2882;0;0;0;-153.53
2883;0;0;0;-139.27
2884;0;0;0;-126.37
2885;154;21;0;-114.58
2886;234;67;8.16;-103.47
2887;375;108;17.93;-92.48
2888;652;124;27.79;-80.93
2889;748;124;37.3;-67.92
2890;645;158;45.86;-52.23
2891;604;188;52.53;-32.44
2892;591;235;55.99;-8.21
2893;439;275;55.18;17.53
2894;228;276;50.38;40.26
2895;46;224;42.87;58.4
2896;38;145;33.87;72.94
2897;45;105;24.18;85.29
2898;26;47;14.31;96.54
2899;0;10;4.66;107.51
2900;0;0;0;118.81
2901;0;0;0;130.96
2902;0;0;0;144.35
2903;0;0;0;159.09
2904;0;0;0;174.9
2905;0;0;0;-169.02
2906;0;0;0;-153.6
2907;0;0;0;-139.39
2908;0;0;0;-126.52
2909;38;24;0;-114.75
2910;270;66;8.41;-103.66
2911;571;90;18.18;-92.68
2912;682;115;28.03;-81.14
2913;740;133;37.55;-68.14
2914;809;130;46.14;-52.44
2915;793;145;52.83;-32.59
2916;667;200;56.3;-8.22
2917;476;258;55.48;17.69
2918;421;242;50.65;40.52
2919;348;195;43.11;58.68
2920;170;159;34.09;73.21
2921;221;109;24.39;85.54
2922;332;50;14.52;96.78
2923;0;11;4.88;107.73
2924;0;0;0;119.02
2925;0;0;0;131.15
2926;0;0;0;144.5
2927;0;0;0;159.21
2928;0;0;0;174.95
2929;0;0;0;-169.04
2930;0;0;0;-153.67
2931;0;0;0;-139.51
2932;0;0;0;-126.67
2933;15;29;0;-114.92
2934;22;74;8.65;-103.84
2935;12;89;18.42;-92.88
2936;28;153;28.27;-81.35
2937;32;228;37.8;-68.36
2938;22;261;46.41;-52.65
2939;43;298;53.13;-32.74
2940;48;295;56.61;-8.23
2941;31;295;55.77;17.85
2942;27;263;50.91;40.77
2943;31;187;43.34;58.95
2944;192;138;34.3;73.47
2945;178;78;24.59;85.79
2946;20;31;14.73;97.01
2947;17;12;5.09;107.95
2948;0;0;0;119.22
2949;0;0;0;131.33
2950;0;0;0;144.66
2951;0;0;0;159.31
2952;0;0;0;175
2953;0;0;0;-169.06
2954;0;0;0;-153.75
2955;0;0;0;-139.62
2956;0;0;0;-126.81
2957;0;11;0;-115.09
2958;44;69;8.89;-104.03
2959;215;144;18.65;-93.08
2960;435;170;28.51;-81.57
2961;542;185;38.05;-68.58
2962;634;166;46.67;-52.86
2963;714;142;53.41;-32.89
2964;762;143;56.91;-8.24
2965;724;155;56.06;18
2966;705;146;51.17;41.01
2967;745;116;43.57;59.22
2968;581;125;34.52;73.73
2969;375;109;24.8;86.03
2970;295;51;14.93;97.24
2971;141;12;5.3;108.16
2972;0;0;0;119.42
2973;0;0;0;131.51
2974;0;0;0;144.8
2975;0;0;0;159.42
2976;0;0;0;175.04
2977;0;0;0;-169.08
2978;0;0;0;-153.82
2979;0;0;0;-139.74
2980;0;0;0;-126.96
2981;122;25;0;-115.26
2982;317;70;9.13;-104.21
2983;389;109;18.88;-93.28
2984;344;155;28.74;-81.78
2985;293;232;38.29;-68.8
2986;220;294;46.93;-53.07
2987;88;285;53.7;-33.04
2988;56;293;57.21;-8.26
2989;274;288;56.35;18.15
2990;473;244;51.42;41.26
2991;326;220;43.8;59.49
2992;115;181;34.73;73.99
2993;36;109;25;86.27
2994;6;37;15.14;97.47
2995;3;8;5.52;108.37
2996;0;0;0;119.61
2997;0;0;0;131.68
2998;0;0;0;144.95
2999;0;0;0;159.51
3000;0;0;0;175.08
3001;0;0;0;-169.1
3002;0;0;0;-153.9
3003;0;0;0;-139.86
3004;0;0;0;-127.11
3005;11;22;0.07;-115.43
3006;19;56;9.36;-104.39
3007;44;116;19.11;-93.47
3008;65;200;28.97;-81.99
3009;46;258;38.53;-69.03
3010;54;268;47.18;-53.29
3011;156;262;53.97;-33.2
3012;281;281;57.5;-8.28
3013;243;309;56.63;18.29
3014;156;290;51.67;41.5
3015;106;215;44.02;59.75
3016;41;132;34.93;74.24
3017;17;90;25.2;86.51
3018;8;51;15.34;97.68
3019;0;10;5.73;108.58
3020;0;0;0;119.8
3021;0;0;0;131.85
3022;0;0;0;145.08
3023;0;0;0;159.61
3024;0;0;0;175.12
3025;0;0;0;-169.12
3026;0;0;0;-153.98
3027;0;0;0;-139.98
3028;0;0;0;-127.25
3029;1;11;0.31;-115.59
3030;1;41;9.58;-104.58
3031;7;100;19.33;-93.67
3032;29;189;29.19;-82.2
3033;58;260;38.76;-69.25
3034;69;271;47.43;-53.5
3035;122;247;54.25;-33.36
3036;94;213;57.79;-8.3
3037;56;209;56.91;18.44
3038;98;240;51.92;41.73
3039;71;188;44.25;60
3040;48;122;35.14;74.49
3041;68;98;25.4;86.74
3042;46;49;15.54;97.9
3043;2;12;5.93;108.78
3044;0;0;0;119.98
3045;0;0;0;132.01
3046;0;0;0;145.22
3047;0;0;0;159.7
3048;0;0;0;175.16
3049;0;0;0;-169.15
3050;0;0;0;-154.06
3051;0;0;0;-140.09
3052;0;0;0;-127.4
3053;85;27;0.54;-115.76
3054;192;74;9.8;-104.76
3055;219;131;19.54;-93.87
3056;382;159;29.41;-82.41
3057;485;201;38.98;-69.47
3058;505;224;47.67;-53.72
3059;500;232;54.51;-33.52
3060;451;255;58.07;-8.33
3061;362;234;57.18;18.57
3062;344;207;52.17;41.96
3063;297;201;44.46;60.25
3064;185;170;35.34;74.73
3065;178;111;25.6;86.97
3066;179;58;15.74;98.11
3067;114;13;6.14;108.97
3068;0;0;0;120.16
3069;0;0;0;132.17
3070;0;0;0;145.35
3071;0;0;0;159.79
3072;0;0;0;175.19
3073;0;0;0;-169.18
3074;0;0;0;-154.13
3075;0;0;0;-140.21
3076;0;0;0;-127.54
3077;1;13;0.76;-115.92
3078;54;65;10.02;-104.94
3079;126;142;19.75;-94.06
3080;116;196;29.62;-82.62
3081;69;261;39.2;-69.69
3082;52;320;47.91;-53.93
3083;30;276;54.77;-33.69
3084;8;199;58.35;-8.36
3085;101;209;57.45;18.71
3086;198;233;52.41;42.19
3087;238;202;44.68;60.5
3088;192;155;35.54;74.97
3089;137;106;25.79;87.19
3090;84;48;15.93;98.32
3091;2;10;6.34;109.16
3092;0;0;0;120.34
3093;0;0;0;132.33
3094;0;0;0;145.47
3095;0;0;0;159.87
3096;0;0;0;175.22
3097;0;0;0;-169.21
3098;0;0;0;-154.21
3099;0;0;0;-140.33
3100;0;0;0;-127.69
3101;1;15;0.98;-116.09
3102;6;33;10.22;-105.12
3103;13;79;19.95;-94.26
3104;224;157;29.82;-82.83
3105;454;206;39.41;-69.91
3106;418;253;48.14;-54.15
3107;367;292;55.03;-33.86
3108;367;307;58.62;-8.4
3109;327;276;57.71;18.83
3110;386;228;52.65;42.41
3111;370;213;44.89;60.74
3112;429;149;35.74;75.2
3113;552;79;25.98;87.4
3114;258;52;16.13;98.52
3115;6;20;6.54;109.35
3116;0;1;0;120.51
3117;0;0;0;132.48
3118;0;0;0;145.59
3119;0;0;0;159.95
3120;0;0;0;175.24
3121;0;0;0;-169.24
3122;0;0;0;-154.29
3123;0;0;0;-140.44
3124;0;0;0;-127.83
3125;150;29;1.2;-116.25
3126;165;88;10.43;-105.29
3127;69;142;20.15;-94.45
3128;152;202;30.02;-83.04
3129;236;276;39.62;-70.13
3130;509;224;48.37;-54.37
3131;751;146;55.28;-34.03
3132;739;161;58.89;-8.44
3133;718;169;57.97;18.96
3134;743;142;52.88;42.62
3135;640;117;45.1;60.98
3136;500;113;35.93;75.43
3137;406;94;26.17;87.61
3138;269;58;16.32;98.71
3139;107;19;6.74;109.53
3140;0;1;0;120.67
3141;0;0;0;132.62
3142;0;0;0;145.71
3143;0;0;0;160.02
3144;0;0;0;175.27
3145;0;0;0;-169.27
3146;0;0;0;-154.37
3147;0;0;0;-140.56
3148;0;0;0;-127.97
3149;32;27;1.41;-116.41
3150;146;59;10.63;-105.47
3151;215;112;20.35;-94.64
3152;327;168;30.21;-83.24
3153;302;263;39.82;-70.35
3154;154;319;48.59;-54.59
3155;126;295;55.52;-34.2
3156;146;273;59.15;-8.48
3157;154;262;58.23;19.08
3158;122;267;53.11;42.84
3159;253;232;45.31;61.21
3160;336;171;36.13;75.65
3161;304;112;26.36;87.82
3162;158;49;16.51;98.9
3163;1;8;6.94;109.71
3164;0;0;0;120.83
3165;0;0;0;132.76
3166;0;0;0;145.82
3167;0;0;0;160.09
3168;0;0;0;175.29
3169;0;0;0;-169.3
3170;0;0;0;-154.45
3171;0;0;0;-140.68
3172;0;0;0;-128.11
3173;98;28;1.61;-116.57
3174;249;86;10.82;-105.64
3175;503;112;20.53;-94.83
3176;686;125;30.4;-83.45
3177;619;191;40.02;-70.57
3178;644;222;48.8;-54.81
3179;695;231;55.76;-34.38
3180;658;246;59.41;-8.53
3181;603;244;58.48;19.19
3182;657;199;53.34;43.04
3183;719;144;45.51;61.43
3184;525;155;36.32;75.86
3185;327;140;26.54;88.02
3186;323;70;16.69;99.09
